"","water_year","month","date","species","run","source_tank_id","surgeon","crew","vial_number","weight_gr","fork_length_mm","tag_id_hex","tag_activation_date","anesthetic_time_mmss","anesthetic_time_sec","surgery_time_mmss","surgery_time_sec","recovery_time_mmss","recovery_time_sec","comments","release_container_id","release_id","post_tagging_tank","entered_by","qaqc_by","qaqc_comments","block"
"113","2026","Feb",2026-02-02,"Chinook Salmon","late-fall","O-5","HS","AC, AK","D1",34.2,142,"954F",2026-01-29,"3:19",199,"1:22",82,"3:42",222,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"114","2026","Feb",2026-02-02,"Chinook Salmon","late-fall","O-4","HS","AC, AK","D2",34.1,137,"9D25",2026-01-29,"2:44",164,"2:01",121,"2:25",145,"Jumpy - incision jagged",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"115","2026","Feb",2026-02-02,"Chinook Salmon","late-fall","O-4","AC","HS, AK","D3",28.5,132,"9354",2026-01-29,"3:15",195,"1:24",84,"2:07",127,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"116","2026","Feb",2026-02-02,"Chinook Salmon","late-fall","O-4","AC","HS, AK","D4",53.3,154,"9639",2026-01-29,"3:15",195,"1:36",96,"2:50",170,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"117","2026","Feb",2026-02-03,"Chinook Salmon","late-fall","O-5","HS","AC, AK","D1",30.1,134,"1D58",2026-01-29,"3:23",203,"1:20",80,"3:02",182,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"118","2026","Feb",2026-02-03,"Chinook Salmon","late-fall","O-5","HS","AC, AK","D2",83,183,"A359",2026-01-29,"2:49",169,"1:15",75,"3:26",206,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"119","2026","Feb",2026-02-03,"Chinook Salmon","late-fall","O-5","AC","HS, AK","D3",85.6,181,"2335",2026-01-29,"3:21",201,"1:06",66,"4:00",240,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"120","2026","Feb",2026-02-03,"Chinook Salmon","late-fall","O-5","AC","HS, AK","D4",26.3,130,"A0C9",2026-01-29,"2:52",172,"1:31",91,"4:36",276,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"121","2026","Feb",2026-02-04,"Chinook Salmon","late-fall","O-6","HS","AC, JI","D1",49.5,161,"250C",2026-01-29,"3:11",191,"1:50",110,"3:33",213,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"122","2026","Feb",2026-02-04,"Chinook Salmon","late-fall","O-6","HS","AC, JI","D2",30.6,136,"95B2",2026-01-29,"2:42",162,"1:24",84,"2:37",157,"",NA,"Block 5 NA","I-2","SB","CY","","Block 5"
"123","2026","Feb",2026-02-04,"Chinook Salmon","late-fall","O-6","AC","HS, JI","D3",47.5,156,"2864",2026-01-29,"3:47",227,"1:16",76,"2:35",155,"",NA,"Block 5 NA",NA,"SB","CY","","Block 5"
"124","2026","Feb",2026-02-04,"Chinook Salmon","late-fall","O-6","AC","HS, JI","D4",20.1,119,"A17D",2026-01-29,"3:46",226,"1:05",65,"4:28",268,"",NA,"Block 5 NA",NA,"SB","CY","","Block 5"
"125","2026","Feb",2026-02-09,"Chinook Salmon","late-fall","O-4","HS","AC, AK","D1",64.8,172,"6AF9",2026-02-05,"3:26",206,"1:22",82,"3:39",219,"tight suture",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"126","2026","Feb",2026-02-09,"Chinook Salmon","late-fall","O-4","HS","AC, AK","D2",67.7,171,"26A1",2026-02-05,"2:51",171,"1:24",84,"2:40",160,"jumped, jagged incision",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"127","2026","Feb",2026-02-09,"Chinook Salmon","late-fall","O-4","AC","HS, JI","D3",67,175,"1EDA",2026-02-05,"3:13",193,"1:18",78,"4:14",254,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"128","2026","Feb",2026-02-09,"Chinook Salmon","late-fall","O-4","AC","HS, JI","D4",46.6,157,"9B31",2026-02-05,"3:32",212,"1:34",94,"3:05",185,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"129","2026","Feb",2026-02-10,"Chinook Salmon","late-fall","O-5","HS","AC, AK","D1",42.9,147,"9B9B",2026-02-05,"2:35",155,"1:59",119,"3:42",222,"2 sutures, jumpy",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"130","2026","Feb",2026-02-10,"Chinook Salmon","late-fall","O-5","HS","AC, AK","D2",69.3,168,"93B4",2026-02-05,"2:22",142,"1:10",70,"3:48",228,"jumped, crooked incision",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"131","2026","Feb",2026-02-10,"Chinook Salmon","late-fall","O-5","AC","HS, AK","D3",100,195,"9B67",2026-02-05,"3:47",227,"1:19",79,"3:20",200,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"132","2026","Feb",2026-02-10,"Chinook Salmon","late-fall","O-5","AC","HS, AK","D4",57.8,165,"2496",2026-02-05,"3:22",202,"1:37",97,"3:57",237,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"133","2026","Feb",2026-02-11,"Chinook Salmon","late-fall","O-6","HS","AC, AK","D1",66.1,174,"23A9",2026-02-05,"4:02",242,"1:12",72,"4:01",241,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"134","2026","Feb",2026-02-11,"Chinook Salmon","late-fall","O-6","HS","MRD, AK","D2",116,207,"9715",2026-02-05,"3:38",218,"1:17",77,"2:15",135,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"135","2026","Feb",2026-02-11,"Chinook Salmon","late-fall","O-6","HS","MRD, AK","D3",53.4,162,"1D28",2026-02-05,"3:11",191,"1:02",62,"3:13",193,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"136","2026","Feb",2026-02-11,"Chinook Salmon","late-fall","O-6","HS","MRD, AK","D4",62.9,173,"153E",2026-02-05,"2:56",176,"1:00",60,"3:11",191,"",NA,"Block 6 NA","I-2","HS","SB","","Block 6"
"137","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","D1",7.7,79,"151C",2026-04-16,"1:42",102,"1:23",83,"2:29",149,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"138","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","HS","AC, AK","D2",5.5,76,"951B",2026-04-16,"2:10",130,"1:39",99,"1:08",68,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"139","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","D3",7.9,87,"02B6",2026-04-16,"2:40",160,"1:32",92,"0:58",58,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"140","2026","Apr",2026-04-20,"Chinook Salmon","fall","O-5","AC","HS, AK","D4",6.1,80,"9527",2026-04-16,"3:14",194,"1:32",92,"0:46",46,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"141","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","D1",7.1,83,"6B43",2026-04-16,"2:24",144,"1:48",108,"0:47",47,"","RT-I-3","Block 7 RT-I-3","O-1","BP","SB","","Block 7"
"142","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","D2",6.7,81,"2A02",2026-04-16,"2:00",120,"1:44",104,"0:50",50,"","RT-I-3","Block 7 RT-I-3","O-2","BP","SB","","Block 7"
"143","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","D3",6.8,84,"9634",2026-04-16,"2:03",123,"1:16",76,"1:50",110,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"144","2026","Apr",2026-04-21,"Chinook Salmon","fall","O-6","AC","AK","D4",11.4,96,"9B7B",2026-04-16,"2:06",126,"1:24",84,"1:25",85,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"145","2026","Apr",2026-04-22,"Chinook Salmon","fall","O-5","AC","BP, JI","D1",9.4,90,"6AF2",2026-04-16,"2:36",156,"1:17",77,"2:53",173,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"146","2026","Apr",2026-04-22,"Chinook Salmon","fall","O-5","AC","BP, JI","D2",7.2,87,"1DB4",2026-04-16,"2:16",136,"1:20",80,"2:48",168,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"147","2026","Apr",2026-04-22,"Chinook Salmon","fall","O-5","AC","BP, JI","D3",8.7,92,"21C5",2026-04-16,"2:30",150,"1:26",86,"1:08",68,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"148","2026","Apr",2026-04-22,"Chinook Salmon","fall","O-5","AC","BP, JI","D4",8,87,"2196",2026-04-16,"2:32",152,"1:47",107,"2:37",157,"",NA,"Block 7 NA","I-3","BP","SB","","Block 7"
"149","2026","Apr",2026-04-27,"Chinook Salmon","fall","O-5","HS","AC, AK","D1",7.5,85,"A42C",2026-04-23,"2:23",143,"1:28",88,"2:06",126,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"150","2026","Apr",2026-04-27,"Chinook Salmon","fall","O-5","HS","AC, AK","D2",9.5,92,"250A",2026-04-23,"1:58",118,"1:11",71,"1:21",81,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"151","2026","Apr",2026-04-27,"Chinook Salmon","fall","O-5","AC","HS, AK","D3",9.9,90,"69AB",2026-04-23,"2:35",155,"1:25",85,"2:22",142,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"152","2026","Apr",2026-04-27,"Chinook Salmon","fall","O-5","AC","HS, AK","D4",9.3,90,"A449",2026-04-23,"2:34",154,"1:22",82,"0:16",16,"fins a bit frayed",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"153","2026","Apr",2026-04-28,"Chinook Salmon","fall","O-6","HS","AC, JI","D1",12.2,98,"9B64",2026-04-23,"2:18",138,"1:32",92,"1:42",102,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"154","2026","Apr",2026-04-28,"Chinook Salmon","fall","O-6","HS","AC, JI","D2",10.7,95,"6151",2026-04-23,"1:44",104,"1:23",83,"1:40",100,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"155","2026","Apr",2026-04-28,"Chinook Salmon","fall","O-6","AC","HS, JI","D3",10.4,95,"9496",2026-04-23,"2:21",141,"1:14",74,"2:49",169,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"156","2026","Apr",2026-04-28,"Chinook Salmon","fall","O-6","AC","HS, JI","D4",8,88,"16E2",2026-04-23,"2:19",139,"1:29",89,"1:39",99,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"157","2026","Apr",2026-04-29,"Chinook Salmon","fall","O-5","HS","AC, JI","D1",8.2,90,"60B2",2026-04-23,"2:08",128,"2:44",164,"2:35",155,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"158","2026","Apr",2026-04-29,"Chinook Salmon","fall","O-5","HS","AC, JI","D2",7.1,87,"EBA7",2026-04-23,"1:50",110,"1:16",76,"2:24",144,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"159","2026","Apr",2026-04-29,"Chinook Salmon","fall","O-5","AC","HS, AK","D3",9.3,95,"16E4",2026-04-23,"1:53",113,"1:15",75,"1:44",104,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
"160","2026","Apr",2026-04-29,"Chinook Salmon","fall","O-5","AC","HS, AK","D4",7.6,89,"E174",2026-04-23,"2:24",144,"1:27",87,"1:11",71,"",NA,"Block 8 NA","I-3","HS","SB","","Block 8"
