"","water_year","block","rel_id","release_date","release_time","lunar_phase","fish_released","discharge","temperature","turbidity","velocity","month"
"256","2025","Block 4","RT-7",2025-01-16,"3:02","Full",10,32600,9.3,20.1,2.35,"Jan"
"257","2025","Block 4","RT-8",2025-01-16,"6:00","Full",10,30400,9.3,21.4,2.17,"Jan"
"258","2025","Block 4","RT-9",2025-01-16,"9:00","Full",10,30100,9.3,19.8,2.13,"Jan"
"259","2025","Block 5 point_rel","point_rel",2025-02-12,"17:04","Full",80,70900,8.8,39.2,3.51,"Feb"
"260","2025","Block 5 point_rel","point_rel",2025-02-13,"16:04","Full",80,70500,9.1,41.3,3.46,"Feb"
"261","2025","Block 5 point_rel","point_rel",2025-02-14,"15:40","Full",80,71000,9.7,36.5,3.48,"Feb"
"262","2025","Block 6","RT-1",2025-04-09,"9:01","Full",10,NA,NA,NA,NA,"Apr"
"263","2025","Block 6","RT-10",2025-04-10,"12:02","Full",10,42700,14.7,12.1,2.8,"Apr"
"264","2025","Block 6","RT-11",2025-04-10,"15:00","Full",10,42100,14.7,12.2,2.75,"Apr"
"265","2025","Block 6","RT-12",2025-04-10,"17:58","Full",10,42500,14.7,11.3,2.75,"Apr"
"266","2025","Block 6","RT-13",2025-04-10,"21:02","Full",10,43100,14.7,11.4,2.8,"Apr"
"267","2025","Block 6","RT-15",2025-04-11,"3:00","Full",10,42100,14.7,12.4,2.74,"Apr"
"268","2025","Block 6","RT-16",2025-04-11,"6:00","Full",10,42200,14.7,13.3,2.72,"Apr"
"269","2025","Block 6","RT-17",2025-04-11,"8:56","Full",10,43100,14.7,13.8,2.79,"Apr"
"270","2025","Block 6","RT-18",2025-04-11,"12:00","Full",10,43200,14.8,13.8,2.83,"Apr"
"271","2025","Block 6","RT-19",2025-04-11,"14:58","Full",10,42200,14.8,13.4,2.77,"Apr"
"272","2025","Block 6","RT-2",2025-04-09,"11:45","Full",10,NA,NA,NA,NA,"Apr"
"273","2025","Block 6","RT-20",2025-04-11,"17:54","Full",10,41900,14.8,12.5,2.72,"Apr"
"274","2025","Block 6","RT-21",2025-04-11,"21:01","Full",10,42400,14.8,12.5,2.76,"Apr"
"275","2025","Block 6","RT-23",2025-04-12,"3:01","Full",8,41300,14.9,13,2.7,"Apr"
"276","2025","Block 6","RT-3",2025-04-09,"14:59","Full",10,NA,NA,NA,NA,"Apr"
"277","2025","Block 6","RT-4",2025-04-09,"17:59","Full",10,NA,NA,NA,NA,"Apr"
"278","2025","Block 6","RT-5",2025-04-09,"21:03","Full",10,43000,14.3,12.1,2.8,"Apr"
"279","2025","Block 6","RT-6",2025-04-10,"0:01","Full",10,43100,14.4,12.5,2.83,"Apr"
"280","2025","Block 6","RT-7",2025-04-10,"3:00","Full",10,42000,14.4,13,2.74,"Apr"
"281","2025","Block 6","RT-9",2025-04-10,"9:00","Full",10,42800,14.6,12.1,2.79,"Apr"
"282","2025","Block 7","RT-1",2025-04-16,"8:59","Full",10,37700,15.5,10.8,2.49,"Apr"
"283","2025","Block 7","RT-10",2025-04-17,"12:02","Waning",10,35900,15.4,11.2,2.46,"Apr"
"284","2025","Block 7","RT-11",2025-04-17,"14:59","Waning",10,36400,15.5,11.6,2.54,"Apr"
"285","2025","Block 7","RT-12",2025-04-17,"17:58","Waning",10,35300,15.4,11.8,2.5,"Apr"
"286","2025","Block 7","RT-13",2025-04-17,"21:00","Waning",10,33200,15.4,12.1,2.34,"Apr"
"287","2025","Block 7","RT-14",2025-04-18,"12:00","Waning",10,33200,15.6,10.5,2.32,"Apr"
"288","2025","Block 7","RT-15",2025-04-18,"3:00","Waning",10,33200,15.4,12.2,2.33,"Apr"
"289","2025","Block 7","RT-16",2025-04-18,"6:00","Waning",10,31500,15.3,13,2.19,"Apr"
"290","2025","Block 7","RT-17",2025-04-18,"8:58","Waning",10,31500,15.3,12.1,2.17,"Apr"
"291","2025","Block 7","RT-18",2025-04-18,"11:56","Waning",10,33200,15.6,10.5,2.32,"Apr"
"292","2025","Block 7","RT-19",2025-04-18,"14:57","Waning",10,33900,15.7,12.7,2.4,"Apr"
"293","2025","Block 7","RT-2",2025-04-16,"11:57","Full",10,38400,15.6,10,2.57,"Apr"
"294","2025","Block 7","RT-20",2025-04-18,"17:55","Waning",10,34000,15.7,14.1,2.45,"Apr"
"295","2025","Block 7","RT-21",2025-04-18,"21:00","Waning",10,32600,15.7,15.2,2.33,"Apr"
"296","2025","Block 7","RT-23",2025-04-19,"3:00","Waning",10,32600,15.7,13.7,2.3,"Apr"
"297","2025","Block 7","RT-24",2025-04-19,"6:02","Waning",10,32100,15.6,13.3,2.25,"Apr"
"298","2025","Block 7","RT-3",2025-04-16,"14:55","Full",10,38200,15.7,10.4,2.6,"Apr"
"299","2025","Block 7","RT-4",2025-04-16,"18:00","Full",10,37400,15.6,10.1,2.56,"Apr"
"300","2025","Block 7","RT-5",2025-04-16,"20:59","Full",10,35900,15.5,10.7,2.43,"Apr"
"301","2025","Block 7","RT-7",2025-04-17,"3:00","Waning",10,36200,15.4,13.5,2.47,"Apr"
"302","2025","Block 7","RT-8",2025-04-17,"6:00","Waning",10,34400,15.4,12,2.32,"Apr"
"303","2025","Block 7","RT-9",2025-04-17,"8:59","Waning",10,34600,15.3,10.9,2.33,"Apr"
"304","2025","Block 8","RT-1",2025-04-30,"8:58","New",10,19000,16.3,8.6,1.42,"Apr"
"305","2025","Block 8","RT-10",2025-05-01,"11:58","Waxing",10,20400,17.4,8.9,1.55,"May"
"306","2025","Block 8","RT-11",2025-05-01,"14:59","Waxing",10,21800,18,11.4,1.71,"May"
"307","2025","Block 8","RT-12",2025-05-01,"18:00","Waxing",10,19800,18.1,10.6,1.59,"May"
"308","2025","Block 8","RT-13",2025-05-01,"21:00","Waxing",10,15800,18,7.7,1.23,"May"
"309","2025","Block 8","RT-15",2025-05-02,"2:56","Waxing",10,18700,17.5,7.9,1.45,"May"
"310","2025","Block 8","RT-16",2025-05-02,"5:56","Waxing",10,15500,17.4,9.2,1.17,"May"
"311","2025","Block 8","RT-17",2025-05-02,"9:00","Waxing",10,16400,17.6,8.8,1.21,"May"
"312","2025","Block 8","RT-18",2025-05-02,"12:00","Waxing",10,21000,18.1,10.3,1.57,"May"
"313","2025","Block 8","RT-19",2025-05-02,"14:58","Waxing",10,22600,18.5,12.2,1.75,"May"
"314","2025","Block 8","RT-2",2025-04-30,"11:58","New",10,21300,16.9,10.2,1.64,"Apr"
"315","2025","Block 8","RT-20",2025-05-02,"18:00","Waxing",10,22600,18.6,12.4,1.79,"May"
"316","2025","Block 8","RT-21",2025-05-02,"21:00","Waxing",10,19100,18.4,11.6,1.49,"May"
"317","2025","Block 8","RT-23",2025-05-03,"3:00","Waxing",10,20600,17.9,12.5,1.57,"May"
"318","2025","Block 8","RT-24",2025-05-03,"6:00","Waxing",10,19600,17.8,11.5,1.5,"May"
"319","2025","Block 8","RT-3",2025-04-30,"14:57","New",10,21800,17.4,10.1,1.74,"Apr"
"320","2025","Block 8","RT-4",2025-04-30,"17:57","New",10,18100,17.4,9.8,1.46,"Apr"
"321","2025","Block 8","RT-5",2025-04-30,"21:00","New",10,15100,17.1,6.8,1.18,"Apr"
"322","2025","Block 8","RT-7",2025-05-01,"3:00","Waxing",10,17000,16.8,9.2,1.33,"May"
"323","2025","Block 8","RT-8",2025-05-01,"6:00","Waxing",10,11100,16.7,6.2,0.83,"May"
"324","2025","Block 8","RT-9",2025-05-01,"8:59","Waxing",10,17100,16.8,6.5,1.27,"May"
"325","2026","Block 1","RT-1",2025-12-02,"21:00","Full",10,14900,10.5,7.6,1.26,"Dec"
"326","2026","Block 1","RT-11",2025-12-04,"3:00","Full",10,7770,10.5,6.2,0.65,"Dec"
"327","2026","Block 1","RT-12",2025-12-04,"6:00","Full",10,9910,10.4,6.1,0.82,"Dec"
"328","2026","Block 1","RT-13",2025-12-04,"9:05","Full",10,12500,10.4,5.7,1.06,"Dec"
"329","2026","Block 1","RT-14",2025-12-04,"12:00","Full",10,4980,10.5,4.9,0.41,"Dec"
"330","2026","Block 1","RT-15",2025-12-04,"14:53","Full",10,2020,10.5,5.1,0.16,"Dec"
"331","2026","Block 1","RT-16",2025-12-04,"18:00","Full",10,12800,10.5,6,1.01,"Dec"
"332","2026","Block 1","RT-17",2025-12-04,"21:00","Full",10,14600,10.3,6.3,1.2,"Dec"
"333","2026","Block 1","RT-19",2025-12-05,"2:56","Full",10,9290,10.3,7,0.8,"Dec"
"334","2026","Block 1","RT-20",2025-12-05,"5:57","Full",10,6780,10.2,6.4,0.56,"Dec"
"335","2026","Block 1","RT-21",2025-12-05,"8:59","Full",10,11600,10.1,6.7,0.98,"Dec"
"336","2026","Block 1","RT-22",2025-12-05,"11:59","Full",10,7210,10.1,7.2,0.6,"Dec"
"337","2026","Block 1","RT-3",2025-12-03,"3:00","Full",10,6850,10.5,6.2,0.57,"Dec"
"338","2026","Block 1","RT-4",2025-12-03,"6:00","Full",10,11400,10.4,6.3,0.96,"Dec"
"339","2026","Block 1","RT-5",2025-12-03,"9:07","Full",10,11600,10.5,6.5,0.99,"Dec"
"340","2026","Block 1","RT-6",2025-12-03,"12:00","Full",10,3080,10.6,5.3,0.25,"Dec"
"341","2026","Block 1","RT-7",2025-12-03,"14:58","Full",10,4650,10.6,5.1,0.35,"Dec"
"342","2026","Block 1","RT-8",2025-12-03,"17:58","Full",10,13500,10.6,6.8,1.07,"Dec"
"343","2026","Block 1","RT-9",2025-12-03,"21:00","Full",10,14800,10.5,7.8,1.23,"Dec"
"344","2026","Block 2","RT-1",2025-12-09,"21:06","Waning",10,9870,NA,6.1,0.8,"Dec"
"345","2026","Block 2","RT-11",2025-12-11,"2:58","Waning",10,13100,NA,6.5,1.16,"Dec"
"346","2026","Block 2","RT-12",2025-12-11,"6:00","Waning",10,11200,NA,8.2,1.02,"Dec"
"347","2026","Block 2","RT-13",2025-12-11,"9:00","Waning",10,3560,NA,5.9,0.3,"Dec"
"348","2026","Block 2","RT-14",2025-12-11,"11:58","Waning",10,7230,NA,25.8,0.6,"Dec"
"349","2026","Block 2","RT-15",2025-12-11,"15:00","Waning",10,11600,NA,6.5,0.99,"Dec"
"350","2026","Block 2","RT-16",2025-12-11,"18:00","Waning",10,11600,NA,7.3,1.02,"Dec"
"351","2026","Block 2","RT-17",2025-12-11,"21:03","Waning",10,5490,NA,5.4,0.46,"Dec"
"352","2026","Block 2","RT-19",2025-12-12,"2:59","Waning",10,12300,NA,6.7,1.08,"Dec"
"353","2026","Block 2","RT-2",2025-12-10,"0:05","Waning",10,12800,NA,6.7,1.08,"Dec"
"354","2026","Block 2","RT-20",2025-12-12,"6:02","Waning",10,11400,NA,7.8,1.04,"Dec"
"355","2026","Block 2","RT-21",2025-12-12,"8:56","Waning",10,3270,NA,5.4,0.28,"Dec"
"356","2026","Block 2","RT-22",2025-12-12,"11:57","Waning",10,4010,NA,5,0.33,"Dec"
"357","2026","Block 2","RT-23",2025-12-12,"14:56","Waning",10,11300,NA,6.1,0.95,"Dec"
"358","2026","Block 2","RT-24",2025-12-12,"17:56","Waning",10,12400,NA,7.1,1.09,"Dec"
"359","2026","Block 2","RT-3",2025-12-10,"2:59","Waning",10,13900,NA,7.6,1.22,"Dec"
"360","2026","Block 2","RT-4",2025-12-10,"6:01","Waning",10,9480,NA,9.6,0.84,"Dec"
"361","2026","Block 2","RT-5",2025-12-10,"8:57","Waning",10,4120,NA,5.4,0.35,"Dec"
"362","2026","Block 2","RT-6",2025-12-10,"11:56","Waning",10,9740,NA,6.4,0.81,"Dec"
"363","2026","Block 2","RT-7",2025-12-10,"15:55","Waning",10,11600,NA,6.2,1.01,"Dec"
"364","2026","Block 2","RT-8",2025-12-10,"17:56","Waning",10,8480,NA,6.4,0.73,"Dec"
"365","2026","Block 2","RT-9",2025-12-10,"21:01","Waning",10,6860,NA,5.8,0.57,"Dec"
"366","2026","Block 3","RT-1",2026-01-06,"21:00","Full",10,74000,NA,35.3,3.58,"Jan"
"367","2026","Block 3","RT-11",2026-01-08,"2:58","Waning",10,72400,11.2,33.5,3.55,"Jan"
"368","2026","Block 3","RT-12",2026-01-08,"5:57","Waning",10,72100,11.2,32.5,3.54,"Jan"
"369","2026","Block 3","RT-13",2026-01-08,"9:00","Waning",10,71000,11.1,34.7,3.48,"Jan"
"370","2026","Block 3","RT-14",2026-01-08,"12:00","Waning",10,71200,11.1,38.3,3.49,"Jan"
"371","2026","Block 3","RT-15",2026-01-08,"14:58","Waning",10,71700,11.1,37.7,3.53,"Jan"
"372","2026","Block 3","RT-16",2026-01-08,"17:57","Waning",10,71700,11.1,39.8,3.53,"Jan"
"373","2026","Block 3","RT-17",2026-01-08,"21:00","Waning",20,71500,10.9,44.7,3.52,"Jan"
"374","2026","Block 3","RT-19",2026-01-09,"3:01","Waning",10,70800,10.8,51.2,3.49,"Jan"
"375","2026","Block 3","RT-20",2026-01-09,"6:00","Waning",10,70600,10.7,50.9,3.49,"Jan"
"376","2026","Block 3","RT-21",2026-01-09,"9:01","Waning",10,69300,10.6,51.4,3.42,"Jan"
"377","2026","Block 3","RT-22",2026-01-09,"12:00","Waning",10,71100,10.5,51.4,3.51,"Jan"
"378","2026","Block 3","RT-24",2026-01-09,"18:05","Waning",9,71600,10.4,51.2,3.55,"Jan"
"379","2026","Block 3","RT-3",2026-01-07,"3:00","Waning",10,73200,11.1,33.2,3.56,"Jan"
"380","2026","Block 3","RT-4",2026-01-07,"6:00","Waning",10,73200,NA,33.9,3.56,"Jan"
"381","2026","Block 3","RT-5",2026-01-07,"9:00","Waning",10,73000,NA,32.3,3.55,"Jan"
"382","2026","Block 3","RT-6",2026-01-07,"12:00","Waning",10,71600,NA,32.1,3.49,"Jan"
"383","2026","Block 3","RT-7",2026-01-07,"14:56","Waning",10,72100,NA,32.4,3.52,"Jan"
"384","2026","Block 3","RT-8",2026-01-07,"17:57","Waning",10,70200,11.3,33.8,3.43,"Jan"
"385","2026","Block 3","RT-9",2026-01-07,"20:58","Waning",10,71600,11.2,32.6,3.5,"Jan"
"386","2026","Block 4","RT-1",2026-01-13,"21:00","Waning",10,60000,9.8,32.5,3.27,"Jan"
"387","2026","Block 4","RT-11",2026-01-15,"3:00","New",10,54700,9.9,30.8,3.14,"Jan"
"388","2026","Block 4","RT-12",2026-01-15,"5:59","New",10,54300,10,29.8,3.13,"Jan"
"389","2026","Block 4","RT-13",2026-01-15,"8:57","New",10,54300,10,29.9,3.14,"Jan"
"390","2026","Block 4","RT-14",2026-01-15,"12:02","New",10,53100,10.1,30.1,3.08,"Jan"
"391","2026","Block 4","RT-15",2026-01-15,"14:55","New",10,52500,10.1,28.6,3.05,"Jan"
"392","2026","Block 4","RT-16",2026-01-15,"17:58","New",10,53000,10.1,29.4,3.09,"Jan"
"393","2026","Block 4","RT-17",2026-01-15,"21:00","New",10,52200,10.1,28.1,3.06,"Jan"
"394","2026","Block 4","RT-19",2026-01-16,"3:00","New",10,51500,10.1,28.5,3.06,"Jan"
"395","2026","Block 4","RT-20",2026-01-16,"6:01","New",10,50500,10.2,29.1,3.01,"Jan"
"396","2026","Block 4","RT-21",2026-01-16,"8:59","New",10,50600,10.2,28.2,3.03,"Jan"
"397","2026","Block 4","RT-22",2026-01-16,"12:00","New",10,49600,10.2,28.7,2.98,"Jan"
"398","2026","Block 4","RT-23",2026-01-16,"15:05","New",10,48800,10.3,28.5,2.92,"Jan"
"399","2026","Block 4","RT-24",2026-01-16,"17:58","New",10,49100,10.3,28.8,2.95,"Jan"
"400","2026","Block 4","RT-3",2026-01-14,"3:00","Waning",10,58800,9.8,29.6,3.24,"Jan"
"401","2026","Block 4","RT-4",2026-01-14,"5:58","Waning",10,58100,9.9,30.9,3.22,"Jan"
"402","2026","Block 4","RT-5",2026-01-14,"9:02","Waning",10,57600,9.9,29.9,3.21,"Jan"
"403","2026","Block 4","RT-6",2026-01-14,"11:57","Waning",10,56500,9.9,29.6,3.16,"Jan"
"404","2026","Block 4","RT-7",2026-01-14,"14:58","Waning",10,56500,10,31.8,3.16,"Jan"
"405","2026","Block 4","RT-8",2026-01-14,"17:59","Waning",10,56400,10,31,3.17,"Jan"
"406","2026","Block 4","RT-9",2026-01-14,"21:00","Waning",10,55900,9.9,30.7,3.17,"Jan"
"407","2026","Block 5","RT-1",2026-02-03,"21:00","Full",10,33200,10.8,12.9,2.27,"Feb"
"408","2026","Block 5","RT-11",2026-02-05,"3:00","Full",8,33900,10.8,13.8,2.4,"Feb"
"409","2026","Block 5","RT-12",2026-02-05,"5:59","Full",9,32100,10.9,15.1,2.26,"Feb"
"410","2026","Block 5","RT-13",2026-02-05,"9:00","Full",10,31100,11,12.7,2.16,"Feb"
"411","2026","Block 5","RT-14",2026-02-05,"11:56","Full",9,32500,11.2,13.1,2.26,"Feb"
"412","2026","Block 5","RT-15",2026-02-05,"14:58","Full",8,33000,11.4,12.7,2.32,"Feb"
"413","2026","Block 5","RT-16",2026-02-05,"17:58","Full",10,31900,11.2,12.6,2.24,"Feb"
"414","2026","Block 5","RT-17",2026-02-05,"21:00","Full",8,31500,11.2,13.5,2.18,"Feb"
"415","2026","Block 5","RT-19",2026-02-06,"3:00","Waning",8,33400,11.1,13.2,2.36,"Feb"
"416","2026","Block 5","RT-20",2026-02-06,"6:00","Waning",8,32200,11.2,13.8,2.27,"Feb"
"417","2026","Block 5","RT-21",2026-02-06,"9:00","Waning",8,30500,11.2,12.4,2.11,"Feb"
"418","2026","Block 5","RT-22",2026-02-06,"12:02","Waning",8,32600,11.4,12.5,2.25,"Feb"
"419","2026","Block 5","RT-23",2026-02-06,"15:00","Waning",8,33500,11.5,13.2,2.34,"Feb"
"420","2026","Block 5","RT-24",2026-02-06,"18:00","Waning",8,33100,11.3,12.5,2.32,"Feb"
"421","2026","Block 5","RT-3",2026-02-04,"3:00","Full",10,35100,10.7,14.5,2.47,"Feb"
"422","2026","Block 5","RT-4",2026-02-04,"5:59","Full",10,33000,10.8,14.6,2.31,"Feb"
"423","2026","Block 5","RT-5",2026-02-04,"8:59","Full",9,32500,10.9,14.1,2.24,"Feb"
"424","2026","Block 5","RT-6",2026-02-04,"11:58","Full",10,33800,11.1,14.1,2.35,"Feb"
"425","2026","Block 5","RT-7",2026-02-04,"15:00","Full",9,34000,11.1,13.9,2.39,"Feb"
"426","2026","Block 5","RT-8",2026-02-04,"17:57","Full",10,31900,11,14.1,2.22,"Feb"
"427","2026","Block 5","RT-9",2026-02-04,"21:00","Full",10,32300,10.9,13.5,2.23,"Feb"
"428","2026","Block 6","RT-1",2026-02-10,"21:00","Waning",9,33600,11.3,13,2.37,"Feb"
"429","2026","Block 6","RT-11",2026-02-12,"2:58","Waning",10,32000,11.4,15.9,2.24,"Feb"
"430","2026","Block 6","RT-12",2026-02-12,"5:58","Waning",10,31900,11.5,15,2.21,"Feb"
"431","2026","Block 6","RT-13",2026-02-12,"9:05","Waning",10,32000,11.5,14.1,2.22,"Feb"
"432","2026","Block 6","RT-14",2026-02-12,"12:03","Waning",10,30900,11.6,14.3,2.13,"Feb"
"433","2026","Block 6","RT-15",2026-02-12,"15:00","Waning",10,31400,11.8,13.6,2.14,"Feb"
"434","2026","Block 6","RT-16",2026-02-12,"18:00","Waning",10,33000,11.8,14.3,2.27,"Feb"
"435","2026","Block 6","RT-17",2026-02-12,"21:00","Waning",10,34300,11.8,14.6,2.39,"Feb"
"436","2026","Block 6","RT-19",2026-02-13,"3:00","New",10,32900,11.7,15.1,2.3,"Feb"
"437","2026","Block 6","RT-20",2026-02-13,"5:59","New",10,32500,11.6,14.3,2.25,"Feb"
"438","2026","Block 6","RT-21",2026-02-13,"9:04","New",10,33200,11.6,15.4,2.3,"Feb"
"439","2026","Block 6","RT-22",2026-02-13,"12:00","New",10,32200,11.7,15.4,2.21,"Feb"
"440","2026","Block 6","RT-23",2026-02-13,"15:00","New",10,31700,11.9,14.3,2.14,"Feb"
"441","2026","Block 6","RT-24",2026-02-13,"18:00","New",10,33800,11.9,13.6,2.28,"Feb"
"442","2026","Block 6","RT-3",2026-02-11,"3:00","Waning",9,31400,11.2,16.2,2.2,"Feb"
"443","2026","Block 6","RT-4",2026-02-11,"6:00","Waning",9,31900,11.2,17.7,2.22,"Feb"
"444","2026","Block 6","RT-5",2026-02-11,"9:00","Waning",9,31500,11.2,18.6,2.18,"Feb"
"445","2026","Block 6","RT-6",2026-02-11,"11:58","Waning",9,29600,11.2,18,2.01,"Feb"
"446","2026","Block 6","RT-7",2026-02-11,"14:57","Waning",9,31200,11.4,17.2,2.11,"Feb"
"447","2026","Block 6","RT-8",2026-02-11,"17:55","Waning",9,33200,11.4,16.3,2.27,"Feb"
"448","2026","Block 6","RT-9",2026-02-11,"20:59","Waning",10,33900,11.4,16.8,2.35,"Feb"
"449","2026","Block 7","RT-1",2026-04-21,"21:00","Waxing",10,27500,15,12,1.97,"Apr"
"450","2026","Block 7","RT-11",2026-04-23,"2:57","Waxing",10,31800,14.9,15.5,2.23,"Apr"
"451","2026","Block 7","RT-12",2026-04-23,"5:56","Waxing",10,32200,14.9,15,2.25,"Apr"
"452","2026","Block 7","RT-13",2026-04-23,"8:59","Waxing",10,30900,14.9,14.5,2.12,"Apr"
"453","2026","Block 7","RT-14",2026-04-23,"11:59","Waxing",10,32800,15,14.6,2.24,"Apr"
"454","2026","Block 7","RT-15",2026-04-23,"15:00","Waxing",10,34400,15.2,14.6,2.36,"Apr"
"455","2026","Block 7","RT-16",2026-04-23,"18:00","Waxing",9,34800,15.4,15.5,2.43,"Apr"
"456","2026","Block 7","RT-17",2026-04-23,"21:00","Waxing",10,34600,15.4,14.4,2.42,"Apr"
"457","2026","Block 7","RT-19",2026-04-24,"3:00","Waxing",10,34000,15.8,15.5,2.32,"Apr"
"458","2026","Block 7","RT-20",2026-04-24,"5:59","Waxing",10,34700,15.7,14.7,2.38,"Apr"
"459","2026","Block 7","RT-21",2026-04-24,"9:05","Waxing",10,33800,15.5,15.2,2.31,"Apr"
"460","2026","Block 7","RT-22",2026-04-24,"11:57","Waxing",10,33700,15.5,16.3,2.28,"Apr"
"461","2026","Block 7","RT-23",2026-04-24,"15:00","Waxing",9,34500,15.6,18.8,2.35,"Apr"
"462","2026","Block 7","RT-24",2026-04-24,"17:58","Waxing",9,34700,15.8,16,2.4,"Apr"
"463","2026","Block 7","RT-3",2026-04-22,"3:00","Waxing",10,29400,NA,13.7,2.1,"Apr"
"464","2026","Block 7","RT-4",2026-04-22,"5:59","Waxing",10,27900,14.8,13.5,1.97,"Apr"
"465","2026","Block 7","RT-5",2026-04-22,"8:59","Waxing",10,27200,14.7,13.5,1.88,"Apr"
"466","2026","Block 7","RT-6",2026-04-22,"11:59","Waxing",10,30100,14.8,12.6,2.09,"Apr"
"467","2026","Block 7","RT-7",2026-04-22,"14:56","Waxing",10,31300,14.8,11.7,2.21,"Apr"
"468","2026","Block 7","RT-8",2026-04-22,"17:57","Waxing",10,31900,14.9,12.2,2.29,"Apr"
"469","2026","Block 7","RT-9",2026-04-22,"20:57","Waxing",10,31300,14.8,13.6,2.24,"Apr"
"470","2026","Block 8","RT-1",2026-04-28,"21:00","Full",10,24700,16.7,14.3,1.88,"Apr"
"471","2026","Block 8","RT-11",2026-04-30,"2:59","Full",10,17500,17.5,14.1,1.32,"Apr"
"472","2026","Block 8","RT-12",2026-04-30,"5:59","Full",10,19800,17.5,13.9,1.48,"Apr"
"473","2026","Block 8","RT-13",2026-04-30,"9:03","Full",10,22200,17.7,15.2,1.7,"Apr"
"474","2026","Block 8","RT-14",2026-04-30,"12:03","Full",10,23000,18.1,14.8,1.8,"Apr"
"475","2026","Block 8","RT-15",2026-04-30,"14:58","Full",10,20200,18.4,14.4,1.59,"Apr"
"476","2026","Block 8","RT-16",2026-04-30,"17:59","Full",10,18300,18.4,12.4,1.4,"Apr"
"477","2026","Block 8","RT-17",2026-04-30,"20:58","Full",10,20300,18.2,14.4,1.57,"Apr"
"478","2026","Block 8","RT-19",2026-05-01,"2:58","Full",10,15400,18.1,12.6,1.18,"May"
"479","2026","Block 8","RT-20",2026-05-01,"5:59","Full",10,17500,18.1,13.6,1.31,"May"
"480","2026","Block 8","RT-21",2026-05-01,"8:58","Full",10,20800,18.2,14.8,1.59,"May"
"481","2026","Block 8","RT-22",2026-05-01,"11:57","Full",10,21500,18.7,13.4,1.7,"May"
"482","2026","Block 8","RT-23",2026-05-01,"14:55","Full",10,19800,19.1,14.7,1.59,"May"
"483","2026","Block 8","RT-24",2026-05-01,"17:56","Full",10,16200,19.2,13.1,1.27,"May"
"484","2026","Block 8","RT-3",2026-04-29,"2:59","Full",10,19600,16.7,14.6,1.47,"Apr"
"485","2026","Block 8","RT-4",2026-04-29,"5:59","Full",10,22100,16.8,15.5,1.65,"Apr"
"486","2026","Block 8","RT-5",2026-04-29,"9:00","Full",10,23400,17,15.1,1.78,"Apr"
"487","2026","Block 8","RT-6",2026-04-29,"12:00","Full",10,24200,17.3,14.5,1.89,"Apr"
"488","2026","Block 8","RT-7",2026-04-29,"15:02","Full",10,20500,17.5,13.7,1.58,"Apr"
"489","2026","Block 8","RT-8",2026-04-29,"17:59","Full",10,20200,17.6,14.2,1.54,"Apr"
"490","2026","Block 8","RT-9",2026-04-29,"20:59","Full",10,22400,17.5,15.1,1.72,"Apr"
